ID;Tipo;Título;Asignado a;Padre;Estado;Área;Tags;Iteración;Última modificación;Fec Creado;Fec Activado;Fec Resuelto;Fec Cerrado;Puntos Historia;Estimación;Resolved reason;Prioridad;Severidad
49916;Task;Ejecución de Pruebas Staging;ana.ospina;43404;Closed;SILIN\Squad - Migracion;;SILIN\SPR-2025-4.4;26/11/2025 15:41:22;21/11/2025 13:47:31;26/11/2025 15:37:42;;26/11/2025 15:41:22;;8.0;;2;
49917;Task;Certificación Pruebas QA;ana.ospina;43404;Closed;SILIN\Squad - Migracion;;SILIN\SPR-2025-4.4;24/11/2025 17:14:51;21/11/2025 13:48:03;24/11/2025 16:15:02;;24/11/2025 17:14:51;;2.0;;2;
49918;Task;Certificación Pruebas Staging;ana.ospina;43404;Closed;SILIN\Squad - Migracion;;SILIN\SPR-2025-4.4;26/11/2025 15:41:56;21/11/2025 13:49:17;26/11/2025 15:37:43;;26/11/2025 15:41:56;;2.0;;2;
49940;Task;Ajustar ambientes;Samy Medina;49493;Closed;SILIN\Squad - Migracion;;SILIN\SPR-2025-4.3;21/11/2025 15:08:49;21/11/2025 14:58:52;21/11/2025 15:03:40;;21/11/2025 15:08:15;;2.0;;2;
49941;Task;Aplicar pagos y causar y pagar predial;Samy Medina;49493;Active;SILIN\Squad - Migracion;;SILIN\SPR-2025-4.4;24/11/2025 14:14:55;21/11/2025 15:02:58;21/11/2025 15:03:46;;;;6.0;;2;
49978;Bug;EL Acuerdo de pago ICA- 2315138 tiene trocados entre los pdf de RAC y OTROS;Alejandro Remolina;43404;Closed;SILIN\Squad - Migracion;;SILIN\SPR-2025-4.4;24/11/2025 17:06:07;21/11/2025 21:53:31;24/11/2025 17:03:17;24/11/2025 17:03:17;24/11/2025 17:06:07;;;Fixed;2;3 - Medium
50029;Task;Design TestCase;george.quintero;47088;Closed;SILIN\Squad - Migracion;;SILIN\SPR-2025-4.4;26/11/2025 04:23:57;24/11/2025 14:30:00;24/11/2025 14:30:59;;26/11/2025 04:23:57;;8.0;;2;
50030;User Story;Actualizar reglas Popayán;Steven Pardo;;Closed;SILIN\Squad IE - Migracion-Punta a Punta Parte 1;;SILIN\SPR-2025-4.4;09/12/2025 14:23:40;24/11/2025 14:30:20;25/11/2025 20:51:47;09/12/2025 14:23:40;09/12/2025 14:23:40;1.0;;;1;
50031;Task;Test Execution Function;george.quintero;47088;Closed;SILIN\Squad - Migracion;;SILIN\SPR-2025-4.4;26/11/2025 04:24:31;24/11/2025 14:30:25;;;26/11/2025 04:24:31;;8.0;;2;
50032;Task;Certification Enviroment QA;george.quintero;47088;Closed;SILIN\Squad - Migracion;;SILIN\SPR-2025-4.4;26/11/2025 05:19:57;24/11/2025 14:30:46;;;26/11/2025 05:19:57;;8.0;;2;
50076;Test Case;T-[FE][HP] Visualizar y descargar documentos desde la actividad correspondiente;ana.ospina;48474;Closed;SILIN\Squad - Migracion;;SILIN\SPR-2025-4.4;27/11/2025 13:23:44;24/11/2025 16:24:00;24/11/2025 16:24:00;;25/11/2025 13:57:20;;;;2;
50082;Test Case;T-[HP][BK] Verificar reporte de carga con estado por documento;ana.ospina;48474;Closed;SILIN\Squad - Migracion;;SILIN\SPR-2025-4.4;25/11/2025 13:57:12;24/11/2025 16:25:59;24/11/2025 16:25:59;;25/11/2025 13:57:12;;;;2;
50084;Task;Ejecución Pruebas Staging;ana.ospina;48478;Closed;SILIN\Squad - Migracion;;SILIN\SPR-2025-4.4;25/11/2025 19:11:30;24/11/2025 16:30:01;25/11/2025 16:01:57;;25/11/2025 19:11:30;;8.0;;2;
50085;Task;Certificación QA;ana.ospina;48478;Closed;SILIN\Squad - Migracion;;SILIN\SPR-2025-4.4;25/11/2025 14:07:54;24/11/2025 16:30:30;;;25/11/2025 14:07:54;;2.0;;2;
50086;Task;Certificación Staging;ana.ospina;48478;Closed;SILIN\Squad - Migracion;;SILIN\SPR-2025-4.4;25/11/2025 19:15:10;24/11/2025 16:30:55;;;25/11/2025 19:15:10;;2.0;;2;
50092;User Story;Definición de reglas y lógica de clasificación para Ibagué;Steven Pardo;50095;Closed;SILIN\Squad IE - Migracion-Punta a Punta Parte 1;;SILIN\SPR-2025-4.5;06/02/2026 14:36:45;24/11/2025 17:21:13;27/11/2025 16:13:40;06/02/2026 14:36:45;06/02/2026 14:36:45;3.0;;;1;
50093;User Story;Implementación y activación de reglas de categorización para Ibagué;Daniel Viloria;50095;Active;SILIN\Squad IE - Migracion-Punta a Punta Parte 1;dependencia;SILIN\SPR-2025-4.6;19/02/2026 21:24:38;24/11/2025 17:41:36;25/11/2025 20:51:33;;;1.0;;;1;
50096;User Story;MVP | Crear carpetas y distribuir documentos procesados IBAGUE;Daniel Viloria;50095;Closed;SILIN\Squad IE - Migracion-Punta a Punta Parte 1;;SILIN\SPR-2025-4.4;02/12/2025 22:15:13;24/11/2025 18:00:44;;;02/12/2025 22:15:13;1.0;;;1;
50106;Enabler Story;Liquibase 1: Aprendizaje y Prueba de Concepto de Liquibase;Alejandro Remolina;;Active;SILIN\Squad - Migracion;;SILIN\SPR-2025-4.5;23/12/2025 14:15:18;24/11/2025 19:09:22;10/12/2025 13:47:56;;;;;;;
50107;Enabler Story;Liquibase 2: Implementación Formal de Liquibase para ds-common-silin-db;Alejandro Remolina;;New;SILIN\Squad - Migracion;;SILIN\SPR-2025-4.4;24/11/2025 20:53:53;24/11/2025 19:14:19;;;;;;;;
50108;User Story;Infraestructura Base & Configuración (Granda);Steven Pardo;47503;Paused;SILIN\Squad IE - Migracion-Punta a Punta Parte 1;Sebastian Granda;SILIN;09/12/2025 14:44:17;24/11/2025 19:44:30;02/12/2025 22:16:39;;;5.0;;;1;
50109;User Story;Configuración inicial de proyectos;Daniel Viloria;47503;Closed;SILIN\Squad IE - Migracion-Punta a Punta Parte 1;;SILIN\SPR-2025-4.4;25/11/2025 22:31:33;24/11/2025 19:49:17;25/11/2025 20:52:04;25/11/2025 22:31:33;25/11/2025 22:31:33;0.5;;;1;
50110;Task;Revisión y actualización de Scripts;Camilo Rojas Lopera;49562;Active;SILIN\Squad - Migracion;"Felipe Castaño; Lili Valencia";SILIN\SPR-2025-4.4;24/11/2025 19:52:13;24/11/2025 19:49:28;24/11/2025 19:52:13;;;;8.0;;2;
50111;Task;Revisión de la estructura de los Datos;Camilo Rojas Lopera;49562;Active;SILIN\Squad - Migracion;"Felipe Castaño; Lili Valencia";SILIN\SPR-2025-4.4;24/11/2025 19:52:07;24/11/2025 19:50:14;24/11/2025 19:52:07;;;;8.0;;2;
50112;Task;Cargue de Datos a MongoDB;Camilo Rojas Lopera;49562;Active;SILIN\Squad - Migracion;"Felipe Castaño; Lili Valencia";SILIN\SPR-2025-4.4;24/11/2025 19:54:02;24/11/2025 19:51:29;24/11/2025 19:54:02;;;;8.0;;2;
50113;Task;Definición y aplicación de Reglas de Calidad (Únicamente para el nuevo lote), y reporte de hallazgos;Camilo Rojas Lopera;49562;Removed;SILIN\Squad - Migracion;"Felipe Castaño; Lili Valencia";SILIN\SPR-2025-4.4;26/11/2025 12:42:15;24/11/2025 19:53:44;24/11/2025 19:53:55;;;;8.0;;2;
50114;User Story;Configuración y Gestión del Modelo Base de Datos;Daniel Viloria;47503;Closed;SILIN\Squad IE - Migracion-Punta a Punta Parte 1;;SILIN\SPR-2025-4.4;27/11/2025 14:00:33;24/11/2025 19:58:40;25/11/2025 22:31:44;27/11/2025 14:00:33;27/11/2025 14:00:33;0.5;;;1;
50115;User Story;Data Extractor Lambda (OCR + Extraction);Daniel Viloria;47503;Closed;SILIN\Squad IE - Migracion-Punta a Punta Parte 1;;SILIN\SPR-2025-4.5;05/01/2026 14:28:45;24/11/2025 20:02:53;19/12/2025 15:26:35;05/01/2026 14:28:45;05/01/2026 14:28:45;3.0;;;1;
50118;User Story;Source Document Data Process Initializer;Daniel Viloria;47503;Closed;SILIN\Squad IE - Migracion-Punta a Punta Parte 1;;SILIN\SPR-2025-4.5;19/12/2025 15:26:25;24/11/2025 20:31:16;28/11/2025 20:04:27;19/12/2025 15:26:25;19/12/2025 15:26:25;2.0;;;1;
50120;User Story;Conciliator Lambda;Miguel Galvez;47503;Closed;SILIN\Squad IE - Migracion-Punta a Punta Parte 1;;SILIN\SPR-2025-4.5;14/01/2026 14:38:16;24/11/2025 20:35:22;22/12/2025 14:46:36;14/01/2026 14:38:16;14/01/2026 14:38:16;5.0;;;1;
50123;User Story;Document Categorization Lambda (Refactorización/Nuevo);Daniel Viloria;47503;Closed;SILIN\Squad IE - Migracion-Punta a Punta Parte 1;;SILIN\SPR-2025-4.4;28/11/2025 20:04:09;24/11/2025 20:43:06;24/11/2025 22:03:09;28/11/2025 20:04:09;28/11/2025 20:04:09;2.0;;;1;
50124;User Story;Document List Reader (Refactorización/Nuevo);Miguel Galvez;47503;Closed;SILIN\Squad IE - Migracion-Punta a Punta Parte 1;;SILIN\SPR-2025-4.5;31/12/2025 14:21:09;24/11/2025 20:45:56;19/12/2025 22:44:59;31/12/2025 14:21:09;31/12/2025 14:21:09;1.0;;;1;
50125;User Story;Process control (Nuevo);Daniel Viloria;47503;Closed;SILIN\Squad IE - Migracion-Punta a Punta Parte 1;;SILIN\SPR-2025-4.5;06/01/2026 14:59:42;24/11/2025 20:47:06;05/01/2026 18:48:57;06/01/2026 14:59:42;06/01/2026 14:59:42;1.0;;;1;
50126;User Story;Source Reader Lambda (Nuevo);Leonardo Aedo;47503;Closed;SILIN\Squad IE - Migracion-Punta a Punta Parte 1;;SILIN\SPR-2025-4.5;12/12/2025 16:23:24;24/11/2025 20:55:55;27/11/2025 16:57:39;12/12/2025 16:23:24;12/12/2025 16:23:24;2.0;;;1;
50127;Enabler Story;Liquibase 3: Adopción Cultural y Eliminación de SQL Directo en el Equipo;Alejandro Remolina;;New;SILIN\Squad - Migracion;;SILIN\SPR-2025-4.4;25/11/2025 02:23:24;24/11/2025 20:56:13;;;;;;;1;
50128;Enabler Story;Despliegues de Infraestructura con Terraform;Alejandro Remolina;;Closed;SILIN\Squad - Migracion;;SILIN\SPR-2025-4.4;05/12/2025 20:04:40;24/11/2025 21:07:50;25/11/2025 13:54:41;;05/12/2025 20:04:40;3.0;;;1;
50151;Task;Diseño de Casos de Prueba;ana.ospina;49739;New;SILIN\Squad - Migracion;;SILIN\SPR-2025-4.4;25/11/2025 14:00:08;25/11/2025 14:00:08;;;;;2.0;;2;
50152;Task;Diseño de Casos de Prueba;ana.ospina;49736;New;SILIN\Squad - Migracion;;SILIN\SPR-2025-4.4;25/11/2025 14:00:52;25/11/2025 14:00:52;;;;;2.0;;2;
50153;Task;Ejecución de Pruebas QA;ana.ospina;49736;New;SILIN\Squad - Migracion;;SILIN\SPR-2025-4.4;25/11/2025 14:01:19;25/11/2025 14:01:19;;;;;8.0;;2;
50154;Task;Certificación pruebas QA;ana.ospina;49736;New;SILIN\Squad - Migracion;;SILIN\SPR-2025-4.4;25/11/2025 14:01:38;25/11/2025 14:01:38;;;;;2.0;;2;
50155;Task;Diseño de Casos de Prueba;ana.ospina;49493;Active;SILIN\Squad - Migracion;;SILIN\SPR-2025-4.4;25/11/2025 14:57:26;25/11/2025 14:25:23;25/11/2025 14:57:26;;;;2.0;;2;
50156;Task;Ejecución de Pruebas QA;ana.ospina;49493;Active;SILIN\Squad - Migracion;;SILIN\SPR-2025-4.4;26/11/2025 22:29:36;25/11/2025 14:25:49;25/11/2025 14:57:28;;;;8.0;;2;
50157;Task;Ejecución de Pruebas Staging;ana.ospina;49493;New;SILIN\Squad - Migracion;;SILIN\SPR-2025-4.4;25/11/2025 14:26:15;25/11/2025 14:26:15;;;;;8.0;;2;
50158;Test Case;T-[BK][HP] Validación de aplicación de recaudos en cartera total;ana.ospina;50155;Design;SILIN\Squad - Migracion;;SILIN\SPR-2025-4.4;25/11/2025 14:33:46;25/11/2025 14:33:46;25/11/2025 14:33:46;;;;;;2;
50159;Test Case;T-[BK][HP] Verificación de aplicación de pagos a una deuda sin acuerdo vigente;ana.ospina;50155;Design;SILIN\Squad - Migracion;;SILIN\SPR-2025-4.4;25/11/2025 14:42:19;25/11/2025 14:42:19;25/11/2025 14:42:19;;;;;;2;
50160;Test Case;T-[BK][HP] Verificación de aplicación de pagos a una deuda Con acuerdo de pago vigente;ana.ospina;50155;Design;SILIN\Squad - Migracion;;SILIN\SPR-2025-4.4;25/11/2025 14:45:56;25/11/2025 14:45:56;25/11/2025 14:45:56;;;;;;2;
50161;Test Case;T- [FE][HP] Verificación de actualización del estado del expediente según el total aplicado;ana.ospina;50155;Design;SILIN\Squad - Migracion;;SILIN\SPR-2025-4.4;25/11/2025 14:51:07;25/11/2025 14:51:07;25/11/2025 14:51:07;;;;;;2;
50162;Test Case;T-[BK][HP] Generación del reporte al finalizar la aplicación de Pagos;ana.ospina;50155;Design;SILIN\Squad - Migracion;;SILIN\SPR-2025-4.4;25/11/2025 14:52:42;25/11/2025 14:52:42;25/11/2025 14:52:42;;;;;;2;
50267;Test Case;T-[BE][HP] Creación de colección en BD (MongoDB);george.quintero;50029;Closed;SILIN\Squad - Migracion;;SILIN\SPR-2025-4.4;26/11/2025 04:21:53;26/11/2025 04:19:39;26/11/2025 04:19:39;;26/11/2025 04:21:53;;;;2;
50268;Test Case;T-[BE][HP] Validación Integridad de los datos;george.quintero;50029;Closed;SILIN\Squad - Migracion;;SILIN\SPR-2025-4.4;26/11/2025 04:21:58;26/11/2025 04:20:27;26/11/2025 04:20:27;;26/11/2025 04:21:58;;;;2;
50269;Test Case;T-[BE][HP] Validación reglas de Migración Y calidad de Datos;george.quintero;50029;Closed;SILIN\Squad - Migracion;;SILIN\SPR-2025-4.4;26/11/2025 04:22:47;26/11/2025 04:20:41;26/11/2025 04:20:41;;26/11/2025 04:22:47;;;;2;
50270;Enabler Story;[ETFL] - Actualización de Scripts de Predial e ICA;Lili Valencia;;Closed;SILIN\Squad - Migracion;"Camilo Rojas; Palmira";SILIN\SPR-2025-4.5;23/12/2025 20:11:23;26/11/2025 12:40:07;;;23/12/2025 20:11:23;5.0;;;3;
50315;Task;raw2normalized: Actualizar los prefijos  y rutas datalake;Lili Valencia;50270;Closed;SILIN\Squad - Migracion;;SILIN\SPR-2025-4.4;23/12/2025 20:01:45;26/11/2025 21:39:38;28/11/2025 19:00:53;;28/11/2025 20:02:25;;2.0;;2;
50348;Test Case;T-[HP][BK] Verificar reporte de carga con estado por documento;ana.ospina;50151;Design;SILIN\Squad - Migracion;;SILIN\SPR-2025-4.4;27/11/2025 13:23:16;27/11/2025 13:23:16;27/11/2025 13:23:16;;;;;;2;
50349;Test Case;T-[FE][HP] Visualizar y descargar documentos desde la actividad correspondiente;ana.ospina;50151;Design;SILIN\Squad - Migracion;;SILIN\SPR-2025-4.4;27/11/2025 13:28:29;27/11/2025 13:24:29;27/11/2025 13:24:29;;;;;;2;
50351;Task;Diseño de Casos de Prueba;ana.ospina;49740;New;SILIN\Squad - Migracion;;SILIN\SPR-2025-4.4;27/11/2025 13:26:25;27/11/2025 13:26:25;;;;;2.0;;2;
50353;Test Case;T-[FE][HP] Visualizar y descargar documentos desde la actividad correspondiente;ana.ospina;50351;Design;SILIN\Squad - Migracion;;SILIN\SPR-2025-4.4;27/11/2025 13:29:15;27/11/2025 13:29:15;27/11/2025 13:29:15;;;;;;2;
50354;Test Case;T-[HP][BK] Verificar reporte de carga con estado por documento;ana.ospina;50351;Design;SILIN\Squad - Migracion;;SILIN\SPR-2025-4.4;27/11/2025 13:29:47;27/11/2025 13:29:47;27/11/2025 13:29:47;;;;;;2;
50355;Task;Ejecución de Pruebas QA;ana.ospina;49740;New;SILIN\Squad - Migracion;;SILIN\SPR-2025-4.4;27/11/2025 13:30:31;27/11/2025 13:30:31;;;;;8.0;;2;
50356;Task;Ejecución de Pruebas Staging;ana.ospina;49740;New;SILIN\Squad - Migracion;;SILIN\SPR-2025-4.4;27/11/2025 13:30:54;27/11/2025 13:30:54;;;;;8.0;;2;
50360;Task;Movimiento manual de los expedientes staging;brahianf.hurtado;49493;New;SILIN\Squad - Migracion;;SILIN\SPR-2025-4.4;27/11/2025 13:43:33;27/11/2025 13:43:33;;;;;0.0;;2;
50368;Task;Re - Despliegue de Mongo Extractor;Alejandro Remolina;50128;Active;SILIN\Squad - Migracion;;SILIN\SPR-2025-4.4;27/11/2025 13:54:31;27/11/2025 13:54:14;27/11/2025 13:54:31;;;;4.0;;2;
50377;Task;Diseño de Casos de Prueba;ana.ospina;49562;Active;SILIN\Squad - Migracion;;SILIN\SPR-2025-4.4;27/11/2025 14:42:39;27/11/2025 14:42:29;27/11/2025 14:42:39;;;;2.0;;2;
50388;Test Case;T-[BK][HP] Validación de integridad de datos;ana.ospina;50377;Design;SILIN\Squad - Migracion;;SILIN\SPR-2025-4.4;27/11/2025 16:58:05;27/11/2025 16:58:05;27/11/2025 16:58:05;;;;;;2;
50389;Task;Ejecución Pruebas;ana.ospina;49562;Active;SILIN\Squad - Migracion;;SILIN\SPR-2025-4.4;27/11/2025 16:59:22;27/11/2025 16:59:17;27/11/2025 16:59:22;;;;4.0;;2;
50441;Bug;El valor total del periodo (period_total) no coincide;Camilo Rojas Lopera;49562;New;SILIN\Squad - Migracion;;SILIN\SPR-2025-4.4;27/11/2025 21:30:17;27/11/2025 21:30:17;;;;;;;2;3 - Medium
50491;Task;Normalize2interim: Actualizar los nombres de Tablas, rutas, y construcción de Prefijos datalake;;50270;Closed;SILIN\Squad - Migracion;;SILIN\SPR-2025-4.4;23/12/2025 20:03:20;28/11/2025 20:24:18;;;23/12/2025 20:03:20;;2.0;;2;
50544;Task;Ejecución Pruebas PROD;ana.ospina;48478;Closed;SILIN\Squad - Migracion;;SILIN\SPR-2025-4.4;01/12/2025 16:39:53;01/12/2025 16:39:43;;;01/12/2025 16:39:53;;2.0;;2;
50615;Feature;Migración - Cargar documentos PDF y asociarlos a registros de Predial Popayán;Alison Urbano;53470;Active;SILIN\Squad - Migracion;;SILIN;22/04/2026 21:29:59;02/12/2025 16:39:38;30/12/2025 14:45:03;;;;;;2;
50616;Feature;Migración - Cargar documentos PDF y asociarlos a registros de Predial Ibagué;Alison Urbano;53464;New;SILIN\Squad - Migracion;;SILIN;21/04/2026 14:15:15;02/12/2025 16:40:32;;;;;;;2;
50617;User Story;[ETFL] Migrar docs expedientes a bucket S3 y bucket backend SILIN - Predial Popayan;Alejandro Remolina;50615;Closed;SILIN\Squad - Migracion;"Documentos; popayan; PREDIAL";SILIN\SPR-2025-4.6;2025-12-30T14:41:21Z;02/12/2025 16:45:52;22/12/2025 23:01:57;2025-12-30T14:41:21Z;2025-12-30T14:41:21Z;6.0;;;1;
50618;User Story;[ETFL+QA] Asociar PDF's en Base de Datos SILIN Expedientes/Deuda - Predial Popayán;Alejandro Remolina;50615;Production;SILIN\Squad - Migracion;"Ana Ospina; Documentos; popayan; PREDIAL";SILIN\SPR-2025-4.6;21/04/2026 14:17:31;02/12/2025 16:46:52;22/12/2025 23:04:49;;;;;;1;
50651;Feature;Migración - Migrar tributo ICA - Popayán;Alison Urbano;53469;Active;SILIN\Squad - Migracion;;SILIN;21/04/2026 14:15:00;02/12/2025 20:06:08;30/12/2025 14:44:54;;;;;;2;
50655;Feature;Migración - Cargar documentos PDF y asociarlos a registros de ICA Popayán;Alison Urbano;53469;Active;SILIN\Squad - Migracion;;SILIN;21/04/2026 14:15:02;02/12/2025 20:20:59;30/12/2025 14:44:44;;;;;;2;
50656;User Story;[ETFL] Exploración de disponibilización de datos del tributo ICA Popayán;andres.castano;50651;Closed;SILIN\Squad - Migracion;"Felipe Castaño; popayan";SILIN\SPR-2025-4.5;21/04/2026 14:11:31;02/12/2025 20:27:05;22/12/2025 23:05:27;30/12/2025 14:38:42;30/12/2025 14:38:42;;;;1;
50662;User Story;[ETFL+SILIN+QAC] 1ra Disponibilización de datos del tributo ICA Popayán - Expedientes y Deuda 1;Carlos Andres Aldana;50651;Production;SILIN\Squad - Migracion;"Camilo Rojas; Felipe Castaño; popayan";SILIN\SPR-2025-4.6;21/04/2026 14:10:38;02/12/2025 20:53:03;22/12/2025 23:06:49;19/02/2026 16:12:44;;;;;1;
50664;User Story;[ETFL] Desarrollo ETL Deuda ICA Popayán;jose.herrera;50651;Closed;SILIN\Squad - Migracion;popayan;SILIN\SPR-2025-4.5;30/12/2025 14:39:57;02/12/2025 21:01:56;22/12/2025 23:05:48;30/12/2025 14:39:57;30/12/2025 14:39:57;;;;1;
50665;User Story;[ETFL+QA] Migración de Deuda – ICA Popayán;jose.herrera;50651;Production;SILIN\Squad - Migracion;popayan;SILIN\SPR-2025-4.5;21/04/2026 14:11:46;02/12/2025 21:02:45;22/12/2025 23:05:37;19/02/2026 16:13:47;;;;;1;
50725;Task;Carga de datos En producción;;43404;Closed;SILIN\Squad - Migracion;;SILIN\SPR-2025-4.4;03/12/2025 15:26:46;03/12/2025 15:26:43;;;03/12/2025 15:26:46;;6.0;;2;
50726;Task;Revisión documentación liquibase;Alejandro Remolina;50106;Active;SILIN\Squad - Migracion;;SILIN\SPR-2025-4.4;03/12/2025 15:28:46;03/12/2025 15:27:42;03/12/2025 15:28:46;;;;4.0;;2;
50727;Task;Estudio integración liquibase con postgrest;Alejandro Remolina;50106;New;SILIN\Squad - Migracion;;SILIN\SPR-2025-4.4;03/12/2025 15:28:41;03/12/2025 15:28:28;;;;;4.0;;2;
50728;Task;Prueba concepto Liquibase en ambiente dev;Alejandro Remolina;50106;New;SILIN\Squad - Migracion;;SILIN\SPR-2025-4.4;03/12/2025 15:29:31;03/12/2025 15:29:21;;;;;4.0;;2;
50760;Task;Ejecución Pruebas Prod;ana.ospina;43404;Closed;SILIN\Squad - Migracion;;SILIN\SPR-2025-4.4;03/12/2025 21:00:56;03/12/2025 20:59:44;;;03/12/2025 21:00:56;;2.0;;2;
51033;Bug;Los valores en Cartera se visualizan doble y la vigencia un año mas;Jesus Gabriel Castro Villegas;47399;Closed;SILIN\Squad - Migracion;;SILIN\SPR-2025-4.5;12/12/2025 14:41:17;11/12/2025 13:59:08;12/12/2025 14:41:17;12/12/2025 14:41:17;12/12/2025 14:41:17;;;Fixed and verified;2;3 - Medium
51040;Bug;Se visualiza el valor doble en detalle de Expediente;Jesus Gabriel Castro Villegas;47399;Resolved;SILIN\Squad - Migracion;;SILIN\SPR-2025-4.5;16/12/2025 18:30:27;11/12/2025 15:33:25;15/12/2025 12:34:38;15/12/2025 12:34:38;;;;Fixed;2;3 - Medium
51453;Bug;Periodo de la deuda en expediente;Hernán Gutierrez;47104;Closed;SILIN\Squad - Migracion;"Deuda 2; Felipe Castaño";SILIN\SPR-2025-4.5;29/01/2026 16:44:22;18/12/2025 20:03:56;28/12/2025 17:55:15;29/01/2026 16:44:22;29/01/2026 16:44:22;;;Fixed and verified;2;3 - Medium
51513;Bug;La visualizacion total del modulo de  Facturacion no concuerda con la del detalle de la causación (Predial e Ica);jhonatan.realpe;47104;New;SILIN\Squad - Migracion;;SILIN\SPR-2025-4.5;24/12/2025 13:12:01;19/12/2025 14:54:32;;;;;;;2;3 - Medium
51521;Bug;Los datos del Tooltip en el modulo de Facturación no concuerdan para ICA;Mario Jaramillo;50662;New;SILIN\Squad - Migracion;;SILIN\SPR-2025-4.5;19/12/2025 15:06:47;19/12/2025 15:04:33;;;;;;;2;3 - Medium
51523;Bug;El nit no se visualiza adecuadamente en el detalle de la causacion;Mario Jaramillo;50662;New;SILIN\Squad - Migracion;;SILIN\SPR-2025-4.5;22/12/2025 15:04:58;19/12/2025 15:10:06;;;;;;;2;3 - Medium
51563;Task;Refinar prompt con Angelica;Steven Pardo;50092;Closed;SILIN\Squad IE - Migracion-Punta a Punta Parte 1;;SILIN\SPR-2025-4.5;09/01/2026 14:38:59;22/12/2025 14:39:39;22/12/2025 14:39:43;;09/01/2026 14:38:59;;12.0;;2;
51564;Task;Enviar prompt refinado a Daniel;Steven Pardo;50092;Closed;SILIN\Squad IE - Migracion-Punta a Punta Parte 1;;SILIN\SPR-2025-4.5;06/02/2026 14:36:28;22/12/2025 14:40:05;09/01/2026 14:39:07;;06/02/2026 14:36:28;;3.0;;2;
51577;User Story;[ETFL+SILIN+QAC] 1ra Disponibilización de datos del tributo Predial Popayán - Expedientes y Deuda 2;Carlos Andres Aldana;47109;Production;SILIN\Squad - Migracion;"Camilo Rojas; Felipe Castaño; popayan; PREDIAL";SILIN\SPR-2025-4.6;21/04/2026 14:13:44;22/12/2025 22:49:35;22/12/2025 22:51:41;19/02/2026 16:10:26;;;;;1;
51581;User Story;[ETFL+SILIN+QAC] 1ra Disponibilización de datos del tributo Predial Popayán - Expedientes y Deuda 3;Carlos Andres Aldana;47109;Production;SILIN\Squad - Migracion;"Camilo Rojas; Felipe Castaño; popayan; PREDIAL";SILIN\SPR-2025-4.6;21/04/2026 14:14:01;22/12/2025 22:50:13;21/04/2026 14:14:01;;;;;;1;
51585;Bug;Los valores en Cartera se visualizan doble y la vigencia un año mas;Jesus Gabriel Castro Villegas;51587;New;SILIN\Squad - Migracion;;SILIN\SPR-2025-4.5;22/12/2025 23:07:58;22/12/2025 23:07:58;;;;;;;2;3 - Medium
51586;Bug;Se visualiza el valor doble en detalle de Expediente;Jesus Gabriel Castro Villegas;51587;New;SILIN\Squad - Migracion;;SILIN\SPR-2025-4.5;22/12/2025 23:07:58;22/12/2025 23:07:58;;;;;;;2;3 - Medium
51587;User Story;[SILIN+QA]   Disponibilización deuda y títulos ejecutivos del tributo - Predial Popayán;Jesus Gabriel Castro Villegas;47109;Production;SILIN\Squad - Migracion;"popayan; PREDIAL";SILIN\SPR-2025-4.6;21/04/2026 14:13:21;22/12/2025 23:08:02;22/12/2025 23:09:18;19/02/2026 16:09:54;;;;;1;
51589;User Story;[SILIN+QA]  Disponibilización de expedientes - Predial Popayan;Jhon Montoya;47109;Production;SILIN\Squad - Migracion;"popayan; PREDIAL";SILIN\SPR-2025-4.5;21/04/2026 14:14:29;22/12/2025 23:12:08;22/12/2025 23:12:57;19/02/2026 16:23:23;;;;;1;
51590;Bug;Los datos del Tooltip en el modulo de Facturación no concuerdan para ICA;Mario Jaramillo;51592;New;SILIN\Squad - Migracion;;SILIN\SPR-2025-4.5;22/12/2025 23:16:38;22/12/2025 23:16:38;;;;;;;2;3 - Medium
51591;Bug;El nit no se visualiza adecuadamente en el detalle de la causacion;Mario Jaramillo;51592;New;SILIN\Squad - Migracion;;SILIN\SPR-2025-4.5;22/12/2025 23:16:38;22/12/2025 23:16:38;;;;;;;2;3 - Medium
51592;User Story;[ETFL+SILIN+QAC] 1ra Disponibilización de datos del tributo ICA Popayán - Expedientes y Deuda 2;Carlos Andres Aldana;50651;Production;SILIN\Squad - Migracion;"Camilo Rojas; Felipe Castaño; popayan";SILIN\SPR-2025-4.6;21/04/2026 14:10:51;22/12/2025 23:16:53;22/12/2025 23:17:20;19/02/2026 16:13:00;;;;;1;
51595;User Story;[SILIN+QA]   Disponibilización deuda y títulos ejecutivos del tributo - ICA;Jesus Gabriel Castro Villegas;50651;Production;SILIN\Squad - Migracion;popayan;SILIN\SPR-2025-4.5;21/04/2026 14:11:21;22/12/2025 23:18:34;22/12/2025 23:20:33;19/02/2026 16:13:27;;;;;1;
51596;User Story;[SILIN+QA]  Disponibilización de expedientes - Predial Popayán;Jhon Montoya;50651;Production;SILIN\Squad - Migracion;popayan;SILIN\SPR-2025-4.5;21/04/2026 14:12:01;22/12/2025 23:22:10;22/12/2025 23:22:31;19/02/2026 16:14:03;;;;;1;
